,title,link,price_value,main_image_link,0_24,25-60,72+,motor,language,stem,emotional,social
2102,Juleya Wooden Checkers Family Game Kids Early Learning Toy Game,https://www.amazon.de/-/en/Juleya-Wooden-Checkers-Family-Learning/dp/B06XDJDYR4,,https://m.media-amazon.com/images/I/61CXJI1QeBL._AC_SL1001_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2103,Nic 2211 Tractor Red,https://www.amazon.de/-/en/2211-Nic-2211-Tractor-Red/dp/B01FCF9760,31.19,https://m.media-amazon.com/images/I/41D2xh3MrnL._AC_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2104,Of Plates – Maths Cubes – Pack of 10,https://www.amazon.de/-/en/Plates-Maths-Cubes-Pack-10/dp/B00X1JK156,18.5,https://m.media-amazon.com/images/I/91BCcLQUcKL._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2105,Sauve Moutons,https://www.amazon.de/-/en/Bioviva_282550-Sauve-Moutons/dp/B00XKLYNLI,33.86,https://m.media-amazon.com/images/I/81P5dX9ITxS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2106,Backbayia 6 Sided Development Box Music Toy Blocks Puzzle for Children Educational Toy,https://www.amazon.de/-/en/Backbayia-Development-Blocks-Children-Educational/dp/B07L2YBDG4,44.99,https://m.media-amazon.com/images/I/51tSDLODa8L._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2107,Backbayia Wooden Geometric Stacking Train Building Blocks Sorting Game for Children Early Education Toy,https://www.amazon.de/-/en/Backbayia-Geometric-Stacking-Building-Education/dp/B07L2XJJDP,,https://m.media-amazon.com/images/I/516FJTuD3iL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2108,Backbayia Multicolor Maths Wisdom Training Cards Kit for Children Educational Toy,https://www.amazon.de/-/en/Backbayia-Multicolor-Training-Children-Educational/dp/B07L2VVCLT,45.99,https://m.media-amazon.com/images/I/71tCbiOjJaL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2109,Backbayia Staircase Wooden Toy Building Blocks Sorting Game Children Early Education Toy,https://www.amazon.de/-/en/Backbayia-Staircase-Building-Children-Education/dp/B07KX11MQD,41.99,https://m.media-amazon.com/images/I/516k12v1lDL._AC_SL1024_.jpg,0,0,0,1.0,0.0,0.0,0.0,0.0
2110,Backbayia Wooden Number Cards Bank Game with 1-9000 Number Cards and Beads Bar Children Mathematics Learning Toy,https://www.amazon.de/-/en/Backbayia-Wooden-Children-Mathematics-Learning/dp/B07KW9ZPDR,,https://m.media-amazon.com/images/I/611FmAAbjrL._AC_SL1024_.jpg,0,0,0,0.0,0.0,1.0,0.0,0.0
2111,Backbayia 26 Pieces Wooden Letters Cube Building Blocks for Children Educational Toy,https://www.amazon.de/-/en/Backbayia-Letters-Building-Children-Educational/dp/B07KW9V8HC,39.99,https://m.media-amazon.com/images/I/613HsVgv8RL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2112,Backbayia 8 Sets Wooden Geometry Blocks Puzzle Toy Children Educational Toy,https://www.amazon.de/-/en/Backbayia-Wooden-Geometry-Children-Educational/dp/B07KT4YNZG,40.99,https://m.media-amazon.com/images/I/61bvk4Vf7ML._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2113,Backbayia Multifunctional 6 Sided Development Box Toy Music Toy Children Learning Toy,https://www.amazon.de/-/en/Backbayia-Multifunctional-Development-Children-Learning/dp/B07KT4Q8T4,,https://m.media-amazon.com/images/I/61PuZlOhjgL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2114,Backbayia Wooden Stacking Train Toy Geometric Sorting Game Stacking Toy for Children Toddlers,https://www.amazon.de/-/en/Backbayia-Stacking-Geometric-Children-Toddlers/dp/B07KT1BQQW,42.99,https://m.media-amazon.com/images/I/51F7wRIR-EL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2115,CALVENDO In the Meadow,https://www.amazon.de/-/en/dp/B086CC1MHJ,39.99,https://m.media-amazon.com/images/I/61cKrfLy-+L._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2116,CALVENDO The Journey,https://www.amazon.de/-/en/dp/B086CCBYBS,39.99,https://m.media-amazon.com/images/I/61WQcvePJUL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2117,CALVENDO The Embassy,https://www.amazon.de/-/en/dp/B086CDJM3S,39.99,https://m.media-amazon.com/images/I/61bOd5qv6pL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2118,"CALVENDO Hope, multi-coloured",https://www.amazon.de/-/en/dp/B086CDJM3Y,39.99,https://m.media-amazon.com/images/I/61QLYeNRdML._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2119,"CALVENDO Enchanted Forest, multi-coloured",https://www.amazon.de/-/en/7720174-CALVENDO-Enchanted-Forest-multi-coloured/dp/B07JBBVSXJ,39.99,https://m.media-amazon.com/images/I/61mU5eCK2vL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2120,CALVENDO Hope,https://www.amazon.de/-/en/7720171-CALVENDO-Hope/dp/B07J9VFHTG,39.99,https://m.media-amazon.com/images/I/613ffmjtZ5L._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2121,YeahiBaby Geometric Stacking Wooden Puzzle Colour and Shapes Sorting Game,https://www.amazon.de/-/en/YeahiBaby-Geometric-Stacking-Wooden-Sorting/dp/B07HGX1RZD,,https://m.media-amazon.com/images/I/61eCpkyd8lL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2122,CALVENDO Enchanted Forest,https://www.amazon.de/-/en/dp/B08JTSR2SD,39.99,https://m.media-amazon.com/images/I/61OswsM2IyL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2123,CALVENDO in the Meadow,https://www.amazon.de/-/en/dp/B08JV3TQYJ,39.99,https://m.media-amazon.com/images/I/616Ntm84HQL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2124,CALVENDO Hope,https://www.amazon.de/-/en/7685359-CALVENDO-Hope/dp/B07DHQWHPK,39.99,https://m.media-amazon.com/images/I/61-omZ2OyoL._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2125,Toyvian Children's Flashing Cards Number Cards Maths Toy Motorics Toy for Baby Children,https://www.amazon.de/-/en/Toyvian-Childrens-Flashing-Motorics-Children/dp/B07NYDPGBC,41.24,https://m.media-amazon.com/images/I/517EvWuMaDL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2126,"JW-YZWJ Children's Kitchen Toy Simulation Crockery Cognition, Cooking and Early Education Educational Toy Sets, Blue",https://www.amazon.de/-/en/Childrens-Simulation-Cognition-Education-Educational/dp/B08JM166G8,37.87,https://m.media-amazon.com/images/I/51JzIJIlwnL._AC_SL1000_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2127,"JW-YZWJ Children's Kitchen Toy Simulation Tableware Cognition, Cooking and Early Education Educational Toy Sets, Red",https://www.amazon.de/-/en/Childrens-Simulation-Tableware-Cognition-Educational/dp/B08JLZ3WW9,37.87,https://m.media-amazon.com/images/I/51IIfWTAouL._AC_SL1000_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2128,NUOBESTY Magnetic Toy Wooden Worm Catch Game Carrots Magnetic Game Baby Motor Skills Toy Children's Game Educational Toy for Children Boys Girls Random Colour,https://www.amazon.de/-/en/NUOBESTY-Magnetic-Childrens-Educational-Children/dp/B08JHJ8WGP,32.36,https://m.media-amazon.com/images/I/61lK-Fjmw3L._AC_SL1003_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2129,JW-YZWJ Wooden Fishing Toy Children Magnetic Fishing Rod Early Education Educational Game,https://www.amazon.de/-/en/JW-YZWJ-Children-Magnetic-Education-Educational/dp/B08J85MPZR,38.17,https://m.media-amazon.com/images/I/61szpivuzTL._AC_SL1000_.jpg,0,0,0,1.0,0.0,0.0,0.0,0.0
2130,Fenteer Animal Building Blocks Wooden Jigsaw Puzzle Educational Toy Gift for Christmas and Birthday,https://www.amazon.de/-/en/Fenteer-Building-Educational-Christmas-Birthday/dp/B07HB27SP7,,https://m.media-amazon.com/images/I/615okdTn74L._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2131,"Sorting game colours and shapes made of wood, stacking and learning of geometric shapes, puzzle for children, stacking game, early education, wooden toy.",https://www.amazon.de/-/en/stacking-learning-geometric-children-education/dp/B08K4M531F,11.4,https://m.media-amazon.com/images/I/51M5k-p44eL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2132,TOYANDONA Wooden Board Game Children's Memory Games Chess Game Thinking Game Food and Vegetables Kitchen Toy Learning Toy for Children,https://www.amazon.de/-/en/TOYANDONA-Childrens-Thinking-Vegetables-Learning/dp/B08JSFHLZ1,22.49,https://m.media-amazon.com/images/I/61jIefW0cDL._AC_SL1005_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2133,NUOBESTY 1 set of stacking rings toy woodstacker rainbow tower building blocks??Stacking game cup learning toy (random colour).,https://www.amazon.de/-/en/NUOBESTY-stacking-woodstacker-building-Stacking/dp/B08JCYY9DN,18.11,https://m.media-amazon.com/images/I/519VsUEpWxL._AC_SL1003_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2134,Toyvian Logik Puzzle Spielzeug Kinder Erkennen Lernspielzeug Logik Denkspielzeug für Kinder Geist Pädagogisches Denken Spielzeug (Meer),https://www.amazon.de/-/en/G1O1359920CG9655N7A2QDZ69/dp/B08JB1DCJ4,16.11,https://m.media-amazon.com/images/I/6154iBQ+YLL._AC_SL1005_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2135,"Wooden Pattern Blocks, 155 Pieces Colourful Geometric Shape Tangram Toy with 24 Cards Educational Game Puzzle Toy for Toddlers Children Boys Girls Age 3+ Years Old",https://www.amazon.de/-/en/Colourful-Geometric-Educational-Toddlers-Children/dp/B08J7VDRN1,18.49,https://m.media-amazon.com/images/I/61Kw1Ow3Q7L._SL1001_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2136,"#N/A Stacking Tower Ring Stacker Toddler Toy Early Development Toy Gift for Girls and Boys Ages 2, 3 and 4 Years",https://www.amazon.de/-/en/Stacking-Tower-Stacker-Toddler-Development/dp/B08HX34ZSN,15.59,https://m.media-amazon.com/images/I/51s0jrC5i1L._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2137,TOYANDONA Pack of 16 Wooden Stone Balancing Blocks Colourful Wooden Stone Building Blocks Balancing Stacking Game Stone Blocks for Children Learning Toy,https://www.amazon.de/-/en/TOYANDONA-Balancing-Colourful-Building-Stacking/dp/B08HW8BRMR,22.99,https://m.media-amazon.com/images/I/61vzVsSqQ4L._SL1003_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2138,"Classic Caterpillar Toy Colour Recognition, Early Educational Wooden Gear Wheel Caterpillar Toy Mounting Blocks Colourful Sorting Board Teaching Aid",https://www.amazon.de/-/en/Caterpillar-Recognition-Educational-Mounting-Colourful/dp/B08HQQJGH9,8.33,https://m.media-amazon.com/images/I/517qndLvR2L._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2139,IPOTCH 10-lagige Stapelblöcke Stapeln von Ringen Spielzeug Bauen Kinder Frühes Lernspielzeug,https://www.amazon.de/-/en/6b3307b36957ffa499aa02b4469760c4/dp/B08HHD88PS,14.39,https://m.media-amazon.com/images/I/51oWoJYf5SL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2140,"GOTOTOP Holzstapel High Toys, Bausteine ​​Balance Toys Interlock Toys für Kinder Kleinkinder Kleinkinder mit 16 Stück und 2 Bällen(Andere)",https://www.amazon.de/-/en/dp/B08J47F4HW,15.69,https://m.media-amazon.com/images/I/51vjTYyo30L._AC_SL1001_.jpg,0,1,1,0.0,0.0,0.0,0.0,0.0
2141,Yanhonin Baby Toy 13.11 Pieces Children Wooden Coloured Animal Stacking Game Sorting and Stacking Toy Kids Gift,https://www.amazon.de/-/en/Yanhonin-Children-Coloured-Stacking-Sorting/dp/B08DJ5DYR3,11.13,https://m.media-amazon.com/images/I/615TcXLJTDL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2142,"Yanhonin Baby Toy, Coloured Stacking Tower, Sorting and Stacking Toy, Baby Bath Toy",https://www.amazon.de/-/en/Yanhonin-Coloured-Stacking-Tower-Sorting/dp/B08DJ4ZF55,9.64,https://m.media-amazon.com/images/I/51U39TkA76L._AC_SL1024_.jpg,0,0,0,1.0,1.0,0.0,0.0,0.0
2143,"Yanhonin Baby Toy, 5 Pieces Wooden Coloured Stone Deck for Playing, Sorting and Stacking, Educational Toys from 6 Months",https://www.amazon.de/-/en/Yanhonin-Coloured-Playing-Stacking-Educational/dp/B08DJ4XV4Y,6.7,https://m.media-amazon.com/images/I/61h0jes72AL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2144,Yanhonin Baby Toys 16 Pieces Wooden Color Stone Storage Tower Sorting and Stacking Toys Educational Toys from 6 Months,https://www.amazon.de/-/en/Yanhonin-Storage-Sorting-Stacking-Educational/dp/B08DJ4NVSM,11.59,https://m.media-amazon.com/images/I/61+gLpDH2pL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2145,"Yanhonin Baby Toy, Children's 16 Pieces Wooden Stone Stacking Game, Sorting and Stacking Toy, Educational Toy from 6 Months",https://www.amazon.de/-/en/Yanhonin-Childrens-Stacking-Sorting-Educational/dp/B08DJ49NHW,13.76,https://m.media-amazon.com/images/I/61ZMIzPqXAL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2146,"Yanhonin Baby Toy, Children's 16 Pieces Wooden Stone Stacking Game, Sorting and Stacking Toy, Toy from 6 Months",https://www.amazon.de/-/en/Yanhonin-Childrens-Pieces-Stacking-Sorting/dp/B08DJ3FY56,13.2,https://m.media-amazon.com/images/I/61dOwcN7OeL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2147,Hemisgin Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Well-Suited,https://www.amazon.de/-/en/dp/B0953GHD54,34.3,https://m.media-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2148,Xiliary Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder serviceable,https://www.amazon.de/-/en/dp/B0943WB23B,36.33,https://m.media-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2149,Erfula Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Imaginative,https://www.amazon.de/-/en/dp/B0943VRD1Q,36.83,https://m.media-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2150,Riverry Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder expert,https://www.amazon.de/-/en/dp/B0943TB1F8,,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2151,IrahdBowen Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Wonderful,https://www.amazon.de/-/en/dp/B0943T61YG,36.81,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2152,K-Park Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder high Grade,https://www.amazon.de/-/en/dp/B0943RXR6M,36.83,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2153,Ganmek Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Refined,https://www.amazon.de/-/en/dp/B0943RXFL9,36.88,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2154,YEES Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Imaginative,https://www.amazon.de/-/en/dp/B0943RHQM4,35.42,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2155,PIGMANA Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Accepted,https://www.amazon.de/-/en/dp/B093X3DNKH,37.15,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2156,adfafw Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Elegance,https://www.amazon.de/-/en/dp/B093X2BV7T,37.11,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2157,tulipde Fidget Toy Anti Stress Spielzeug Stress Spielzeug Autismus Sensorisches Spielzeug Zappeln Spielzeug Stressabbau Für Erwachsene Und Kinder Amicable,https://www.amazon.de/-/en/dp/B093X1PFZG,34.3,https://images-na.ssl-images-amazon.com/images/I/41i0Loy6HGS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2158,Holz Clip Frucht Spiel Puzzle Board mit Zahlen und Clips Simulation Frucht Farbe Kognition Spielzeug für Mädchen Jungen Kinder Lernen Spielzeug,https://www.amazon.de/-/en/dp/B0936BY7S6,37.39,https://images-na.ssl-images-amazon.com/images/I/61%2BmAFMT1xL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2159,"N\A Holzbausteine ​​Set, Nesting Kreative Bausteine, Rainbow Stacking Game Construction Spielzeug Set",https://www.amazon.de/-/en/dp/B092DNXZT3,36.66,https://images-na.ssl-images-amazon.com/images/I/51-L5f0jBwS._AC_SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2160,Demarkt Wooden Puzzle Large Colourful Numbers Wooden Toy for Playful Learning Numbers Frame Puzzle Gift for Children,https://www.amazon.de/-/en/Demarkt-Colourful-Numbers-Learning-Children/dp/B07T73Q474,6.79,https://images-na.ssl-images-amazon.com/images/I/61UBW6rk3yL._AC_SL1001_.jpg,0,0,0,1.0,0.0,1.0,0.0,0.0
2161,Demarkt Numbers Puzzle Wooden Puzzles Colourful Number Educational Toy Children,https://www.amazon.de/-/en/Demarkt-Numbers-Colourful-Educational-Children/dp/B07T69NTZM,16.99,https://images-na.ssl-images-amazon.com/images/I/61wVnyGDASL._AC_SL1001_.jpg,0,0,0,1.0,0.0,1.0,0.0,0.0
2162,Lovver Mathe Material Sensory Educational Wooden Toy,https://www.amazon.de/-/en/Lovver-Material-Sensory-Educational-Wooden/dp/B07T56YBZW,11.99,https://images-na.ssl-images-amazon.com/images/I/61XOrbR0A1L._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2163,Demarkt Number Puzzle Wooden Small Train Educational Learning Game,https://www.amazon.de/-/en/Demarkt-Number-Puzzle-Educational-Learning/dp/B07T317TNZ,8.89,https://images-na.ssl-images-amazon.com/images/I/51Ft202IgxL._AC_SL1001_.jpg,0,0,0,1.0,0.0,1.0,0.0,0.0
2164,"Wooden Cube Toy Cube Puzzle Plug-In Box Shapes for Sorting for Baby, Wooden Toy Training Motor Skills Learning Toy to Promote Shape Recognition and Concentration",https://www.amazon.de/-/en/Sorting-Training-Learning-Recognition-Concentration/dp/B07SZBVTH1,12.99,https://images-na.ssl-images-amazon.com/images/I/51YZliVGXJL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2165,Tubayia 3 in 1 Wooden Toy Threading & Play & Balancing Game Color Shape Numbers Educational Toy for Children,https://www.amazon.de/-/en/Tubayia-Threading-Balancing-Educational-Children/dp/B07SWC2DK7,19.02,https://images-na.ssl-images-amazon.com/images/I/61PujDOdAML._AC_SL1024_.jpg,0,0,0,1.0,0.0,0.0,0.0,0.0
2166,Toyvian 6pcs Screws Toy Building Blocks Sets Screws Nuts Toys Colors and Shapes Exercises Educational Educational Toy for Toddlers Baby,https://www.amazon.de/-/en/Toyvian-Building-Exercises-Educational-Toddlers/dp/B07SQWZZFK,12.49,https://images-na.ssl-images-amazon.com/images/I/51aiUHqTMML._AC_SL1200_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2167,Perfeclan wooden building blocks cloud building blocks puzzle plug-in game learning toy for young girls,https://www.amazon.de/-/en/Perfeclan-wooden-building-blocks-learning/dp/B07SNRVD9C,16.79,https://images-na.ssl-images-amazon.com/images/I/51dCKDys%2B1L._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2168,Tubayia Wooden Motor Skill Cube Toy Shapes & Colours Educational Toy for Kids Baby,https://www.amazon.de/-/en/Tubayia-Wooden-Shapes-Colours-Educational/dp/B07SMRN6KK,15.65,https://images-na.ssl-images-amazon.com/images/I/61LGc9wVlKL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2169,"Laublush stacking tower made of beech wood, learning game and motor skills toy for children, colourful, approx. 11 x 11 x 19 cm - Handmade",https://www.amazon.de/-/en/Laublush-stacking-learning-children-colourful/dp/B07SFDQYXQ,19.95,https://images-na.ssl-images-amazon.com/images/I/81%2BsW5I2doL._SL1500_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2170,perfk Holzpuzzles Zelt Baustein Steckspiel Lernspielzeug für Jungen Mädchen - B,https://www.amazon.de/-/en/dp/B07RX143P9,16.13,https://images-na.ssl-images-amazon.com/images/I/41sh6UldZiL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2171,Unknown Homyl Children's Stacking Game Box & Blocks Sorting Wooden Toy Toddler Educational Toy,https://www.amazon.de/-/en/Childrens-Stacking-Sorting-Toddler-Educational/dp/B07Q9L72CK,21.59,https://images-na.ssl-images-amazon.com/images/I/51AKqmPZoeL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2172,"MMLC Bath Toy Crab Bubble Maker Machine, Soap Bubbles Bubble Machine Automatic Spout Crab Bath Bubble Toy Gift with 12 Children's Songs for Boys, Girls",https://www.amazon.de/-/en/Bubble-Machine-Bubbles-Automatic-Childrens/dp/B07S2VM9DL,6.76,https://images-na.ssl-images-amazon.com/images/I/51St-qKj4JL._AC_SL1197_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2173,Unknown Homyl Wooden Rabbit Stacking Tower,https://www.amazon.de/-/en/Homyl-Wooden-Rabbit-Stacking-Tower/dp/B07S2T5RNY,14.39,https://images-na.ssl-images-amazon.com/images/I/61ZBngWUTML._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2174,Tubayia 36pcs Wooden Puzzle Hand Eye Coordination Educational Toy Learning Toy for Children from 3 Years,https://www.amazon.de/-/en/Tubayia-Coordination-Educational-Learning-Children/dp/B07S29BFB8,14.53,https://images-na.ssl-images-amazon.com/images/I/61FvGMQ%2B6EL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2175,"MMLC Bath Toy Crab Bubble Maker Machine, Soap Bubbles Bubble Machine Automatic Spout Crab Bath Bubble Toy Gift with 12 Children's Songs for Boys, Girls",https://www.amazon.de/-/en/Bubble-Machine-Bubbles-Automatic-Childrens/dp/B07S1T2F62,7.57,https://images-na.ssl-images-amazon.com/images/I/41tLs7JoljL._AC_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2176,"MMLC Bath Toy Crab Bubble Maker Machine, Soap Bubbles Bubble Machine Automatic Spout Crab Bath Bubble Toy Gift with 12 Children's Songs for Boys, Girls",https://www.amazon.de/-/en/Bubble-Machine-Bubbles-Automatic-Childrens/dp/B07S1SXJ85,7.04,https://images-na.ssl-images-amazon.com/images/I/41YFkvSDcGL._AC_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2177,"MMLC Bath Toy Crab Bubble Maker Machine, Soap Bubbles Bubble Machine Automatic Spout Crab Bath Bubble Toy Gift with 12 Children's Songs for Boys, Girls",https://www.amazon.de/-/en/Bubble-Machine-Bubbles-Automatic-Childrens/dp/B07S1SCY8D,9.54,https://images-na.ssl-images-amazon.com/images/I/31mmMhHyGgL._AC_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2178,Matching Letter Game Educational Educational Toys for Children,https://www.amazon.de/-/en/Matching-Letter-Game-Educational-Children/dp/B07S11C8N6,10.05,https://images-na.ssl-images-amazon.com/images/I/61PT7OwHm2L._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2179,Newborn Silicone Doll Reborn Baby Doll Handmade Lifelike Whole Body Gifts Leisure Puzzle Toy YWLINK,https://www.amazon.de/-/en/Newborn-Silicone-Handmade-Lifelike-Leisure/dp/B07RZR7B8H,14.16,https://images-na.ssl-images-amazon.com/images/I/51i6AMjn8zL._SL1000_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2180,"MMLC Bath Toy Crab Bubble Maker Machine, Soap Bubbles Bubble Machine Automatic Spout Crab Bath Bubble Toy Gift with 12 Children's Songs for Boys, Girls",https://www.amazon.de/-/en/Bubble-Machine-Bubbles-Automatic-Childrens/dp/B07RYTNMDS,3.69,https://images-na.ssl-images-amazon.com/images/I/51St-qKj4JL._AC_SL1197_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2181,TOYANDONA Geometric Toy Wooden Numbers Colours and Shapes Sorting Game Stacking Game for Baby Children Numbers Learning Toy,https://www.amazon.de/-/en/TOYANDONA-Geometric-Stacking-Children-Learning/dp/B07RW9H8XG,30.74,https://images-na.ssl-images-amazon.com/images/I/516XnD-pVjL._AC_SL1002_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
2182,Perfeclan 2 Sets Yellow Duck with Rainbow Colours Stacking Rings Stacking Toy for Baby Children Toddler,https://www.amazon.de/-/en/Perfeclan-Rainbow-Colours-Stacking-Children/dp/B07RN8PQ8S,13.19,https://images-na.ssl-images-amazon.com/images/I/51HinLJTqiL._AC_SL1024_.jpg,0,0,0,0.0,0.0,0.0,0.0,0.0
